,Brewery,Address,City,State,ZIP Code
6309,Two-Shy Brewing,1308 NW Park St Ste 100,Roseburg,OR,97470
6310,Upright Brewing Co,240 N Broadway Ste 2,Portland,OR,97227
6311,Uptown Market Brewing,6620 SW Scholls Ferry Rd,Portland,OR,97223
6312,Vagabond Brewing,2195 Hyacinth St NE Ste 172,Salem,OR,97301
6313,Vanguard Brewing Company,27501 SW 95th Ave Ste 945,Wilsonville,OR,97070
6314,Vertigo Brewing,21420 NW Nicholas Ct Ste D-7,Hillsboro,OR,97124
6315,Vice Brewing Company,220 SW H St Unit A,Grants Pass,OR,97526
6316,Von Ebert Brewing,14021 NE Glisan St,Portland,OR,97230
6317,Von Ebert Brewing,131 NW 13th Ave,Portland,OR,97209
6318,Walkabout Brewing Co,921 Mason Way,Medford,OR,97501
6319,Waltz Brewing,1900 A St,Forest Grove,OR,97116
6320,Wayfinder Beer,304 SE 2nd Ave,Portland,OR,97214
6321,Werner Brewing Company,2807 3rd St,Tillamook,OR,97141
6322,West Coast Grocery Company,1403 SE Stark St,Portland,OR,97214
6323,Wet Dog Cafe & Brewery,990 Astor St,Astoria,OR,97103
6324,What'cha Brewing,88274 Rhododendron Dr,Florence,OR,97439
6325,Wild Ride Brewing,332 SW 5th St,Redmond,OR,97756
6326,Wild River Brewing and Pizza Co,249 N Redwood Hwy,Cave Junction,OR,97523
6327,Wild River Brewing and Pizza Co - Grants Pass,595 NE E St,Grants Pass,OR,97526
6328,Wizards of Williams Hops Garden and Craft Brewery,,Williams,OR,97544
6329,Wm Roesch Brewing Company,250 SE 3rd St,Pendleton,OR,97801
6330,Wolf Tree Brewery,199 N Wolkau Rd,Seal Rock,OR,97376
6331,Wolves & People Farmhouse Brewery,30203 NE Benjamin Rd,Newberg,OR,97132
6332,Worthy Brewing Company,495 NE Bellevue Dr,Bend,OR,97701
6333,Xicha Brewing Co.,"576 Patterson Street NW, Suite 140",Salem,OR,97304
6334,Yachats Brewing,PO Box 308,Yachats,OR,97498
6335,Zoiglhaus Brewing Company,5716 SE 92nd Ave,Portland,OR,97266
6336,1787 Brewing Company,43 S Fourth St,Hamburg,PA,19526
6337,180 and Tapped,2010 A State Ave,Coraopolis,PA,15108
6338,2 Dogz and A Guy Brewing,228 Church St,Montrose,PA,18801
6339,2nd Story Brewing Company,117 Chestnut St Frnt,Philadelphia,PA,19106
6340,2SP Brewing Company,120 Concord Rd,Aston,PA,19014
6341,412 Brews,706 Island Ave,Mc Kees Rocks,PA,15136
6342,Abjuration Brewing,644 Broadway Ave,Mc Kees Rocks,PA,15136
6343,Acclamation Brewing,,Oakmont,PA,15139
6344,"Acrospire Brewing, LLC",,Glenshaw,PA,15116
6345,Aldus Brewing Company,555 Centennial Ave,Hanover,PA,17331
6346,All Saints Brewing Co,1602 State Route 119,Greensburg,PA,15601
6347,Allegheny City Brewing,507 Foreland St,Pittsburgh,PA,15212
6348,Allentown Brew Works,812 Hamilton St,Allentown,PA,18101
6349,Ambler Beer Company,,Ambler,PA,19002
6350,American Honor Beer Co,700 N Pennsylvania Ave,Wilkes Barre,PA,18705
6351,Amruth Brewery,232 King St,Pottstown,PA,19464
6352,Appalachian Brewing Co - Gettysburg Battlefield,259 Steinwehr Ave,Gettysburg,PA,17325
6353,Appalachian Brewing Co - Gettysburg Gateway,70 Presidential Cir,Gettysburg,PA,17325
6354,Appalachian Brewing Co - Harrisburg,50 N Cameron St,Harrisburg,PA,17101
6355,Appalachian Brewing Co - Lititz,55 N Water St,Lititz,PA,17543
6356,Appalachian Brewing Co - Mechanicsburg,6462 Carlisle Pike,Mechanicsburg,PA,17050
6357,Aries Craft Brewing Company,,Pottstown,PA,19465
6358,Artifact Brewing,,Hatboro,PA,19040
6359,Arundel Cellars & Brewing Co,11727 E Main Rd,North East,PA,16428
6360,Aston Abbey Brewing Co,340 Turner Industrial Way,Aston,PA,19014
6361,Attic Brewing,,Philadelphia,PA,19144
6362,Aurochs Brewing Company,8321 Ohio River Blvd,Pittsburgh,PA,15202
6363,Bald Birds Brewing Company,970 Rittenhouse Road Suite 400,Audubon,PA,19403
6364,Balmaghie Beverage Company,,Slippery Rock,PA,16057
6365,Bangor Trust Brewing,15 Broadway,Bangor,PA,18013
6366,Bar Hygge / Brewery Techne,1720 Fairmount Ave,Philadelphia,PA,19130
6367,Barley Creek Brewing Co,1774 Sullivan Trl,Tannersville,PA,18372
6368,Battlefield Brew Works,248 Hunterstown Rd,Gettysburg,PA,17325
6369,Be Here Brewing Company,,Avondale,PA,19311
6370,Beaver Brewing Co,1820 7th Ave,Beaver Falls,PA,15010
6371,Benny Brewing Co.,1429 Sans Souci Pkwy,Wilkes Barre,PA,18706
6372,Bent Run Brewing Co,5607 SR 957,Lander,PA,16345
6373,Berwick Brewing Co,328 W Front St,Berwick,PA,18603
6374,Big Bottom Brewery,6 Tristan Dr,Dillsburg,PA,17019
6375,Big Rail Brewing,,Grove City,PA,16127
6376,Birthright Brewing Co.,57 S Main St,Nazareth,PA,18064
6377,Black Forest Brewery,301 W Main St,Ephrata,PA,17522
6378,Black Monk Brewery,3723 W 12th St,Erie,PA,16505
6379,Black Wolf Brewing LLC,,Pocono Pines,PA,18350
6380,Bloom Brew,100 Riverside Dr,West Newton,PA,15089
6381,Blue Canoe Brewery,113 S Franklin St,Titusville,PA,16354
6382,Blue Stripe Brewing,,Boalsburg,PA,16827
6383,Blueprint Brewing Co.,1571 Gehman Rd,Harleysville,PA,19438
6384,Bluestone Brewing Company,18 Pitney St,Sayre,PA,18840
6385,"Bog Turtle Brewery, LLC",14 S 3rd St Ste 1,Oxford,PA,19363
6386,Boneshire Brew Works,7462 Derry St,Harrisburg,PA,17111
6387,Bonn Place Brewing,310 Taylor St,Bethlehem,PA,18015
6388,Bonsai Brew Works,1395 E Main St,Hegins,PA,17938
6389,Boom City Brewing,317 Pine St,Williamsport,PA,17701
6390,Boxcar Brew Works,1290 Rich Hwy,Du Bois,PA,15801
6391,Bradford Brew Station,104 Chestnut St,Bradford,PA,16701
6392,Braeloch Brewing Company,225 Birch St,Kennett Square,PA,19348
6393,Breaker Brewing Company,787 E Northampton St,Wilkes Barre,PA,18702
6394,Brew 32,1474 State Route 208,Pulaski,PA,16143
6395,Brew Gentlemen,512 Braddock Ave,Braddock,PA,15104
6396,"Brewerie at Union Station, The",123 W 14th St,Erie,PA,16501
6397,Brewery ARS,1927-29 W Passyunk Ave,Philadelphia,PA,19145
6398,"Brewery in Planning - Bryn Mawr, PA",,Bryn Mawr,PA,19010
6399,"Brewery in Planning - GIBSONIA, PA",,GIBSONIA,PA,15044
6400,Brewery in Planning - Philadelphia,,Philadelphia,PA,19148
6401,"Brewery in Planning - State College, PA",,State College,PA,16801
6402,Brewery in Planning - WEXFORD,,Wexford,PA,15090
6403,Broken Chair Brewery,424 East Penn Ave,West Reading,PA,19611
6404,Broken Goblet Brewing,1500 Grundy Ln Bldg 1,Bristol,PA,19007
6405,Brothers Kershner Brewing Co,4119 W Skippack Pike,Skippack,PA,19474
6406,Bubes Brewery,102 N Market St,Mount Joy,PA,17552
6407,Bucks County Brewery,31 Appletree Ln,Pipersville,PA,18947
6408,Bullfrog Brewery,229 W 4th St,Williamsport,PA,17701
6409,Bullfrog Brewery - Production Only,229 W 4th St,Williamsport,PA,17701
6410,Buon Appetito Ristorante,6147 York Rd,Spring Grove,PA,17362
6411,Burd's Nest Brewing Co,19 N Hanover St,Carlisle,PA,17013
6412,Burgh’ers Brewing,22410 Perry Hwy Ste 410E,Zelienople,PA,16063
6413,Butler Brew Works,101 S Main St,Butler,PA,16001
6414,Cave Brewing Co,1407 Seidersville Rd,Bethlehem,PA,18015
6415,Cellar Works Brewing Co.,110 S Pike Rd Ste 205,Sarver,PA,16055
6416,Center Square Brewing / Altland House,1 Center Sq,Abbottstown,PA,17301
6417,Chatty Monks Brewing Company,610 Penn Ave,West Reading,PA,19611
6418,Chatty Monks Brewing Company - Production Facility,101 N Carroll St Ste 2,Reading,PA,19611
6419,Chestnut Hill Brewing Co,8229 Germantown Ave Bldg D,Philadelphia,PA,19118
6420,Church Brew Works/Lawrenceville Brewery Inc.,3525 Liberty Ave,Pittsburgh,PA,15201
6421,Cinderlands Beer Co,,Pittsburgh,PA,15222
6422,Cinderlands Beer Co.,3705 Butler St,Pittsburgh,PA,15201
6423,Clarion River Brewing Company,600 Main St # 604,Clarion,PA,16214
6424,Coal Country Brewing ,625 W High St,Ebensburg,PA,15931
6425,Coal Tipple Brewery / Kramer Farms,1905 Steubenville Rike,Burgettstown,PA,15021
6426,Cobblehaus Brewing Company,1021 5th Ave,Coraopolis,PA,15108
6427,Collusion Tap Works,105 S Howard St,York,PA,17401
6428,Columbia Kettle Works,40 N 3rd St,Columbia,PA,17512
6429,Conny Creek Brewing Co,4323 Shearsburg Rd,New Kensington,PA,15068
6430,Conshohocken Brewing - Bridgeport,3 DeKalb St,Bridgeport,PA,19405
6431,Conshohocken Brewing Co.,739 E Elm St Ste B,Conshohocken,PA,19428
6432,Conyngham Brewing Company,309 Main St,Conyngham,PA,18219
6433,Copper Kettle Brewing Co,,Pittsburgh,PA,15207
6434,CoStar Brewing Inc.,919 N Saint Clair St,Pittsburgh,PA,15206
6435,Couch Brewery,1351 Washington Blvd,Pittsburgh,PA,15206
6436,Covered Bridge Brewhaus Taproom,506 N 8th St,Shamokin,PA,17872
6437,Cox Brewing Company,276 Heisey Quarry Rd,Elizabethtown,PA,17022
6438,CR Brewing Company,3009 Wilmington Rd,New Castle,PA,16105
6439,Crime & Punishment Brewing Company,2711 W Girard Ave,Philadelphia,PA,19130
6440,Crooked Eye Brewery,13 E Montgomery Ave Ste 2,Hatboro,PA,19040
6441,Crooked Tongue Brewing,2516 Benjamin Franklin Hwy,Edinburg,PA,16116
6442,Crowded Castle Brewing Co. Inc.,242 Bridge St,Phoenixville,PA,19460
6443,Crystal Ball Brewing,1612 W King St,York,PA,17404
6444,Curran Brewing Co,6230 Bloomington Rd,Moscow,PA,18444
6445,D. G. Yuengling and Son Inc,500 Mahantongo St,Pottsville,PA,17901
6446,D. G. Yuengling and Son Inc,310 Mill Creek Ave,Pottsville,PA,17901
6447,Dancing Gnome Beer,925 Main St,Pittsburgh,PA,15215
6448,Daugherty Brewing Company,,Erie,PA,16510
6449,Depot Saloon,9 S Race St,Greenville,PA,16125
6450,Desperate Times Brewing Co,1201 Carlisle Springs Rd,Carlisle,PA,17013
6451,Devout Brewing,1301 Pontiac Ct Suite 101,Export,PA,15632
6452,Dock Street Brewery,701 S 50th St Fl 1,Philadelphia,PA,19143
6453,Dock Street Brewing Co,,Philadelphia,PA,19146
6454,Doylestown Brewing Co,603 Airport Blvd,Doylestown,PA,18902
6455,Duquesne Brewing of Pittsburgh,932 W North Ave,Pittsburgh,PA,15233
6456,Earth Bread + Brewery,7136 Germantown Ave,Philadelphia,PA,19119
6457,East Branch Brewing Company,202 E Lancaster Ave,Downingtown,PA,19335
6458,East End Brewing Co,147 Julius St,Pittsburgh,PA,15206
6459,Eclipse Craft Brewing,249 Market St.,Sunbury,PA,17801
6460,Eleventh Hour Brewing Co,3711 Charlotte St,Pittsburgh,PA,15201
6461,Elk Creek Cafe + Aleworks,100 W Main St,Millheim,PA,16854
6462,Endless Brewing,20610 Pa-29,Montrose,PA,18801
6463,Enix Brewing,337 E 8th Ave,Homestead,PA,15120
6464,Erie Ale Works,416 W 12th St,Erie,PA,16501
6465,Erie Brewing Co,6008 Knowledge Pkwy # A,Erie,PA,16510
6466,Erie Brewing Company Brewpub,,Erie,PA,16505
6467,Ever Grain Brewing Co,4444 Carlisle Pike Ste C,Camp Hill,PA,17011
6468,Evil Genius Beer Co,1727 N Front St,Philadelphia,PA,19122
6469,Fegley's Brew Works,812 Hamilton St,Allentown,PA,18101
6470,Fermentery Form,161 Cecil B Moore Ave,Philadelphia,PA,19122
6471,Fetish Brewing Co,325 Ice Ave,Lancaster,PA,17602
6472,Fishtown Brewing Co,1101 Frankford Ave,Philadelphia,PA,19125
6473,Five Mountain Brewing Co,156 State Route 239,Shickshinny,PA,18655
6474,Forest & Main Brewery and Pub,61 N Main St,Ambler,PA,19002
6475,Four Points Brewing,400 Washington Ave,Charleroi,PA,15022
6476,Four Seasons Brewing Co,745 Lloyd Ave Ext,Latrobe,PA,15650
6477,Fourscore Beer Co / Tommy's Pizza Inc.,,Gettysburg,PA,17325
6478,Free Will Brewing Company,410 E Walnut St Ste 10,Perkasie,PA,18944
6479,Full Pint Brewing Company,1963 Lincoln Hwy,North Versailles,PA,15137
6480,Funk Brewing,28 S Market St,Elizabethtown,PA,17022
6481,Funk Brewing Company,19 S 6th St,Emmaus,PA,18049
6482,Fury Brewing Company,13380 US-30,Irwin,PA,15642
6483,GearHouse Brewing Company,253 Grant St,Chambersburg,PA,17201
6484,Geronimo Brewing Inc,1 West Court Steet,Doylestown,PA,18901
6485,Gift Horse Brewing Company,117 N George St,York,PA,17401
6486,Golden Avalanche Brewing Co,272 W Main St,Kutztown,PA,19530
6487,Goose Island Philadelphia,1002 Canal St,Philadelphia,PA,19123
6488,Gravity Ales LLC,,Swarthmore,PA,19081
6489,Great Barn Brewery,12 W Mechanic St,New Hope,PA,18938
6490,Grist House Brewing,,Oakdale,PA,15071
6491,Grist House Craft Brewery,10 Sherman St,Pittsburgh,PA,15209
6492,Gunpowder Falls Brewing Co,15556 Elm Dr,New Freedom,PA,17349
6493,Happy Valley Brewing Company,137 Elmwood St,State College,PA,16801
6494,Hardwaters Brewing,,Cambridge Springs,PA,16403
6495,Harty Brewing Company,146 Walden Way,Mechanicsburg,PA,17050
6496,Helicon Brewing,102 Union Ave,Oakdale,PA,15071
6497,Helltown Brewing,5578 Old William Penn Hwy,Export,PA,15632
6498,Helltown Brewing,5578 Old William Penn Hwy,Export,PA,15632
6499,Hemauer Brewing Company,,Dillsburg,PA,17019
6500,Here and Now Brewing Co,645 Main St,Honesdale,PA,18431
6501,Hidden River Brewing Co,1808 W Schuylkill Rd,Douglassville,PA,19518
6502,Highway Manor Brewing Co,2238 Gettysburg Rd,Camp Hill,PA,17011
6503,HiJinx Brewing Co,905 Harrison St,Allentown,PA,18103
6504,Hitchhiker Brewing Co.,230 15th St,Sharpsburg,PA,15215
6505,Hofbrauhaus Pittsburgh,2705 S Water St,Pittsburgh,PA,15203
6506,Hollow Earth Brewing Co,19 N 3rd St,Oxford,PA,19363
6507,Hop Asylum,138 S Market St,Pulaski,PA,16143
6508,Hop Farm Brewing Co,5601 Butler St,Pittsburgh,PA,15201
6509,Hop Hill Brewing Company,1988 Blair Ave,Bethlehem,PA,18015
6510,Hopping Eagle Brewing Company,,Hawley,PA,18428
6511,Howling Henry's Brewery,119 N Duke St,Hummelstown,PA,17036
6512,Imprint Beer Company,1500 Industry Rd Ste O,Hatfield,PA,19440
6513,Insurrection Aleworks,1635 E Railroad St,Heidelberg,PA,15106
6514,Intercourse Brewing Co,4166 Ironbridge Dr,Collegeville,PA,19426
6515,Invisible Man Brewing,,Greensburg,PA,15601
6516,Iron Hart ,49 N Church St,Carbondale,PA,18407
6517,Iron Hill Brewery & Restaurant,101 W Chocolate Ave,Hershey,PA,17033
6518,Iron Hill Brewery & Restaurant - Chestnut Hill,8400 Germantown Ave,Philadelphia,PA,19118
6519,Iron Hill Brewery & Restaurant - Huntingdon Valley,785 Huntingdon Pike,Huntingdon Valley,PA,19006
6520,Iron Hill Brewery & Restaurant - Lancaster,781 Harrisburg Pike,Lancaster,PA,17603
6521,Iron Hill Brewery & Restaurant - Media,30 E State Street,Media,PA,19063
6522,Iron Hill Brewery & Restaurant - North Wales,1460 Bethlehem Pike,North Wales,PA,19454
6523,Iron Hill Brewery & Restaurant - Phoenixville,130 Bridge St,Phoenixville,PA,19460
6524,Iron Hill Brewery & Restaurant - West Chester,3 West Gay St,West Chester,PA,19380
6525,Iron Hill Brewery & Restaurant (Ardmore),60 Greenfield Ave,Ardmore,PA,19003
6526,Irving Cliff Brewery,2 Chapel St,Honesdale,PA,18431
6527,Isle Of Que Brewing Company,6 University Ave,Selinsgrove,PA,17870
6528,Jam Room Brewing Co,875 Main St,Newfoundland,PA,18445
6529,Jigsy's Brewpub & Restaurant,225 N Enola Rd,Enola,PA,17025
6530,JoBoy's Brew Pub,27 E Main St,Lititz,PA,17543
6531,Jones Brewing Co,254 Second Street,Smithton,PA,15479
6532,Kegg Brewing Company,117 Faust Ln,Champion,PA,15622
6533,Kennett Brewing Company,109 S Broad St Ste 2,Kennett Square,PA,19348
6534,Kensington Barrel Project,,Philadelphia,PA,19134
6535,Koehler Brewing Co,231 Park St,Grove City,PA,16127
6536,La Cabra Brewing,642 Lancaster Ave,Berwyn,PA,19312
6537,Lancaster Brewing Co,302 N Plum St # 304,Lancaster,PA,17602
6538,Last Minute Brewing,320 wemberly hill rd,Scott Township ,PA,18447
6539,Laurel Highlands Brewing,21 Enamel St,Uniontown,PA,15401
6540,Lavery Brewing Co,128 W 12th St,Erie,PA,16501
6541,Leaning Cask Brewing Co,850 Pittsburgh St,Springdale,PA,15144
6542,Lebanon Valley Craft Brewery,,Lebanon,PA,17046
6543,Levante Brewing Company,208 Carter Dr Ste 2,West Chester,PA,19382
6544,Levity Brewing Co,1380 Wayne Ave Ste A,Indiana,PA,15701
6545,Lincoln Avenue Brewery,,Pittsburgh,PA,15202
6546,Lindgren Craft Brewery,,Duncannon,PA,17020
6547,Links Brewing Company,519 East General Robinson Street Ground Floor,Pittsburgh,PA,15212
6548,"Lion Brewery Inc, The",700 N Pennsylvania Ave,Wilkes Barre,PA,18705
6549,Liquid Hero Brewery,50 E North St,York,PA,17401
6550,Liquid Noise Brewing Co.,,Marysville,PA,17053
6551,Locust Lane Craft Brewery,50 Three Tun Rd Ste 4,Malvern,PA,19355
6552,Log Tavern Brewing,309 E Harford St Bldg 2,Milford,PA,18337
6553,Logyard Brewing,20 Wetmore Avenue,Kane,PA,16735
6554,Lost In the Wilds Brewing,,Shippenville,PA,16254
6555,Lost Tavern Brewing,782 Main St,Hellertown,PA,18055
6556,Love City Brewing Company,1016 Buttonwood St,Philadelphia,PA,19123
6557,Lydian Stone Brewing Company,685 York Haven Road,York Haven,PA,17370
6558,Mad Chef Craft Brewing,2023 Miller Rd,East Petersburg,PA,17520
6559,Mad Princes Brewing,2537 Bogarts Tavern Rd,Buckingham,PA,18902
6560,Mad-K Brewery,298 Mountain Top Rd,Howard,PA,16841
6561,Mainstay Independent Brewing Company,901 N Delaware Ave,Philadelphia,PA,19123
6562,Manatawny Creek Brewery,271 Levengood Rd,Douglassville,PA,19518
6563,Manayunk Brewing Co & Restaurant,4120 Main St,Philadelphia,PA,19127
6564,Market Cross Pub & Brewery,113 N Hanover St,Carlisle,PA,17013
6565,Marley's Brewery,1323 Columbia Blvd,Bloomsburg,PA,17815
6566,Marzoni's Brick Oven and Brewery,165 Patch Way Rd,Duncansville,PA,16635
6567,McAllister Brewing Company,810 Dickerson Rd,North Wales,PA,19454
6568,McKenzie Brew House,451 Wilmington Pike - W Chester Pike,Glen Mills,PA,19342
6569,McKenzie Brew House (#2),240 Lancaster Ave,Malvern,PA,19355
6570,McKenzie Brew House (#3),324 W Swedesford Rd,Berwyn,PA,19312
6571,Mechanistic Brewing,,Clarion,PA,16214
6572,Mellow Mink Brewing,4830 Carlisle Pike,Mechanicsburg,PA,17050
6573,Mexitaly Brick Oven Brewhouse,2440 E Market St,York,PA,17402
6574,Mindful Brewing Company,3759 Library Rd,Castle Shannon,PA,15234
6575,Miscreation Brewing Company,6 Center Sq,Hanover,PA,17331
6576,Missing Links Brewery,891 Evans City Rd,Renfrew,PA,16053
6577,Molly Pitcher Brewing Co,10 E South St,Carlisle,PA,17013
6578,Moo-Duck Brewery,79 S Wilson Ave,Elizabethtown,PA,17022
6579,Mortals Key Brewing Company,4224 E Lake Rd,Jamestown,PA,16134
6580,Moss Mill Brewing,109 Pike Cir Ste D,Huntingdon Valley,PA,19006
6581,Mount Gretna Craft Brewery,2701 Horseshoe Pike,Palmyra,PA,17078
6582,Mountain View Brewing Company,2332 Walters Rd,Stroudsburg,PA,18360
6583,Mudhook Brewing Co,34 N Cherry Ln,York,PA,17401
6584,Naked Brewing Co,51 Buck Rd,Huntingdon Valley,PA,19006
6585,National Beer Museum Development Group,,Pittsburgh,PA,15212
6586,Neshaminy Creek Brewing Co,909 Ray Ave,Croydon,PA,19021
6587,New Crescent Brewing Co.,229 Main St.,Irwin,PA,15642
6588,New Trail Brewing Company,240 Arch St Bldg 18,Williamsport,PA,17701
6589,Newtown Brewing Company,,Newtown,PA,18940
6590,Nimble Hill Brewing Co,3971 SR 6,Tunkhannock,PA,18657
6591,Noble Stein Brewing Co.,1170-G Wayne Avenue,Indiana,PA,15701
6592,North Country Brewing Co. LLC,141 S Main St,Slippery Rock,PA,16057
6593,North Country Canning Co,111 Arrowhead Dr Ste B,Slippery Rock,PA,16057
6594,Oakbrook Brewing Company,628 Park Ave,Reading,PA,19611
6595,Old Forge Brewing Co,401 Railroad St Ste 104,Danville,PA,17821
6596,Old Forge Brewing Co,532 Mill St,Danville,PA,17821
6597,Olde Bedford Brewing Company,109 Railroad St,Bedford,PA,15522
6598,Orr's Brewing Company,109 S Franklin St,Titusville,PA,16354
6599,Ottos Pub & Brewery,2235 N Atherton St,State College,PA,16803
6600,Pennsylvania Brewing Co,800 Vinial St,Pittsburgh,PA,15212
6601,Perkiomen Valley Brewery,,Telford,PA,18969
6602,Petrucci Brothers Brewing Co,911 5th Ave,New Brighton,PA,15066
6603,Philadelphia Brewing Co,2423 Amber St,Philadelphia,PA,19125
6604,Pig Iron Brewing Co,40 E Front St,Marietta,PA,17547
6605,Pig Island Brewery,,Bradford,PA,16701
6606,Pittsburgh Brewing Co,3340 Liberty Ave,Pittsburgh,PA,15201
6607,Pizza Boy Brewing Co,2240 Millennium Way,Enola,PA,17025
6608,Pocono Brewery Company,2092 Route 611,Swiftwater,PA,18370
6609,Point Breeze Brewing,1225 S 28th St,Philadelphia,PA,19146
6610,Pottstown United Brewing Co,251 E High Street,Pottstown,PA,19464
6611,Pour Mans Brewing Company,284 S Reading Road,Ephrata,PA,17522
6612,Punch Buggy Brewing Company,,Philadelphia,PA,19122
6613,Quinn Brewing Company,3000 Commerce Loop Ste 3200,Irwin,PA,15642
6614,Race Street Brew Works,511 Spruce St Ste 2,Clearfield,PA,16830
6615,Railroad City Brewing Company,1415 11th Ave Ste 1,Altoona,PA,16601
6616,Rebel Hill Brewing Company,420 Schuylkill Rd Suite 100,Phoenixville,PA,19460
6617,Reclamation Brewing Company,221 S Main St,Butler,PA,16001
6618,Recon Brewing,1747 N Main St Ext,Butler,PA,16001
6619,Revere Brewery,1313 E Broad St,Tamaqua,PA,18252
6620,Riepstines Pub,913 Arch St,Williamsport,PA,17701
6621,Ritter Brewing Company LLC,449 Gino Merli Dr,Peckville,PA,18452
6622,River Bend Hop Farm And Brewery,1800 Lower Bailey Rd,Newport,PA,17074
6623,Robin Hood Brewing Co,,Bellefonte,PA,16823
6624,Rock Bottom Brewery - Pittsburgh,171 E Bridge St,Homestead,PA,15120
6625,Rock God Brewing Company,459 Rooney Ave,Danville,PA,17821
6626,Rogan Brewing Company,,Duquesne,PA,15110
6627,R-OH House,,ALLISON PARK,PA,15101
6628,Rooney's Beer Company,800 Vinial St Ste B204,Pittsburgh,PA,15212
6629,Root Down Brewing Company,1 N Main St,Phoenixville,PA,19460
6630,Rotunda Brewing,245 W Main St,Annville,PA,17003
6631,Round Guys Brewing Co,324 W Main St,Lansdale,PA,19446
6632,Roundabout Brewery,4901 Butler St,Pittsburgh,PA,15201
6633,Roundback Brewery LLC,,Danville,PA,17821
6634,Roy Pitz Brewing Co,140 N 3rd St,Chambersburg,PA,17201
6635,Rumspringa Brewing Co,3174 Old Philadelphia Pike,Bird In Hand,PA,17505
6636,Rusty Gold Brewing,43 W Pike St,Canonsburg,PA,15317
6637,Rusty Rail Brewing,5 N 8th St Ste 1,Mifflinburg,PA,17844
6638,Sacred Vice Brewing,3233 Amber St,Philadelphia,PA,19134
6639,Sage Alley Brewery and Grille,213 N Main St,Coopersburg,PA,18036
6640,Saint Benjamin Brewing Co,1710 N 5th St,Philadelphia,PA,19122
6641,Saint Boniface Craft Brewing Co,1701 W Main St,Ephrata,PA,17522
6642,Salmon Pants Brewery,100 E Susquehanna St,Allentown,PA,18103
6643,Samuel Adams Pennsylvania Brewing Co,7880 Penn Dr,Breinigsville,PA,18031
6644,Saucony Creek Brewing Company,15032 Kutztown Rd,Kutztown,PA,19530
6645,Schaylor Brewing Company,2390 Lancaster Pike,Reading,PA,19607
6646,Second District Brewing Co.,1939 S. Bancroft St.,Philadelphia,PA,19145
6647,Second Sin Brewing Company,,Phoenixville,PA,19460
6648,Selins Grove Brewing Co,119 N Market St,Selinsgrove,PA,17870
6649,Separatist Beer Project,1247 Simon Blvd Ste N108,Easton,PA,18042
6650,ShawneeCraft Brewery,100 Shawnee Inn Drive,Shawnee on Delaware,PA,18356
6651,Short Bus Brew House,156 Wilt Rd,Mc Clure,PA,17841
6652,Shubrew Taproom,733 Spring St,Harmony,PA,16037
6653,"ShuBrew, LLC",210 S Main St,Zelienople,PA,16063
6654,Shy Bear Brewing,35 Meadowbrook Ln,Lewistown,PA,17044
6655,Sly Fox Brewhouse and Eatery,520 Kimberton Rd Pikeland Village Square,Phoenixville,PA,19460
6656,Sly Fox Brewing Co,331 Circle of Progress Dr,Pottstown,PA,19464
6657,Snitz Creek Brewery,7 N 9th St,Lebanon,PA,17046
6658,"Sobel's Obscure Brewery, LLC",,,PA,
6659,Something Wicked Brewing Company,34 Broadway Ste 200,Hanover,PA,17331
6660,South County Brewing Co,104 Mill St,Fawn Grove,PA,17321
6661,Southern Tier Brewing Co,316 N Shore Dr,Pittsburgh,PA,15212
6662,Spigot Brewing,931 4th Ave,Ford City,PA,16226
6663,Spoonwood Brewing Company,5981 Baptist Rd,Pittsburgh,PA,15236
6664,Sprague Farm and Brew Works,22043 US Highway 6 and 19,Venango,PA,16440
6665,Spring Gate Brewery,5790 Devonshire Rd,Harrisburg,PA,17112
6666,Spring Hill Brewing,1958 Varley St,Pittsburgh,PA,15212
6667,Spring House Brewery,209 Hazel St,Lancaster,PA,17603
6668,Spring Mountain Brewing Company,,Royersford,PA,19468
6669,Stable 12 Brewing Company,368 Bridge St,Phoenixville,PA,19460
6670,Stargazer Brewing Company,1901 West Strasburg Road,Coatesville,PA,19320
6671,Starview Brews,,Columbia,PA,17512
6672,Steel City Coffeehouse & Brewery,203 Bridge St,Phoenixville,PA,19460
6673,Sterling Pig Brewery,609 W State St,Media,PA,19063
6674,Stick City Brewing Company,109 Irvine ST,Mars,PA,16046
6675,Stickman Brews,326 N Lewis Rd # 240,Royersford,PA,19468
6676,Stoker's Brewing Company,36 Mauch Chunk St,Tamaqua,PA,18252
6677,Stolen Sun Brewing Co,342 N Pottstown Pike Ste B,Exton,PA,19341
6678,Stone Bridge Brewing Company,104 Franklin St,Johnstown,PA,15901
6679,Stony Run Brew House,3605 E Market St,York,PA,17402
6680,Stoudts Brewing Co, Rt. 272 2800 North Reading Road,Adamstown,PA,19501
6681,Strange Roots Experimental Ales,501 E Ohio St,Pittsburgh,PA,15209
6682,Strange Roots Experimental Ales,4399 Gibsonia Road,Gibsonia,PA,15044
6683,Straub Brewery,303 Sorg St,Saint Marys,PA,15857
6684,Suburban Brewing Co,2536 Conestoga Ave,Honey Brook,PA,19344
6685,Super Fun Time Brewing Company,,Bangor,PA,18013
6686,Susquehanna Brewing Co,635 S Main St,Pittston,PA,18640
6687,Swashbuckler Brewing Co,2775 Lebanon Rd,Manheim,PA,17545
6688,Tannery Run Brew Works,131 E. Butler Ave,Ambler,PA,19002
